a_id,a_subtype,at_ip,at_fqdn,a_tags,v_name,v_description,v_remedy,v_severity,v_location,v_cve,v_cwe,v_published_datetime,v_tags,v_details
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-38288: tiff -- security update,Debian: CVE-2023-38288: tiff -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2023-38288,,02-08-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""2/19/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38494: linux, linux-6.1 -- security update","Debian: CVE-2025-38494: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38494,,31-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38319: linux, linux-6.1 -- security update","Debian: CVE-2025-38319: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38319,,11-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-3635: linux -- security update,Debian: CVE-2022-3635: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-3635,,21-10-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""5.2"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2025-32728: openssh -- security update,Debian: CVE-2025-32728: openssh -- security update,Please refer to vendor security advisory for remediation steps.,5,/,CVE-2025-32728,,10-04-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""4.3""}]","{""cvss_v2"": ""2.1"", ""cvss_v3"": ""4.3"", ""risk_score"": ""288"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-2598: vim -- security update,Debian: CVE-2022-2598: vim -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-2598,,01-08-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""7.1"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-35847: linux -- security update,Debian: CVE-2024-35847: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-35847,,17-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38344: linux, linux-6.1 -- security update","Debian: CVE-2025-38344: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,10,/,CVE-2025-38344,,11-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""9.4"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Ubuntu: USN-6355-1 (CVE-2021-3695): GRUB2 vulnerabilities,Ubuntu: USN-6355-1 (CVE-2021-3695): GRUB2 vulnerabilities,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2021-3695,,06-07-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.5""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.5"", ""risk_score"": ""301"", ""instances"": ""1"", ""modified_on"": ""8/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2020-35527: sqlite3 -- security update,Debian: CVE-2020-35527: sqlite3 -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2020-35527,,01-09-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""9.8""}]","{""cvss_v2"": ""10.0"", ""cvss_v3"": ""9.8"", ""risk_score"": ""656"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2020-25723: qemu -- security update,Debian: CVE-2020-25723: qemu -- security update,Please refer to vendor security advisory for remediation steps.,5,/,CVE-2020-25723,,01-12-2020 00:00:00,"[{""key"": ""severity"", ""value"": ""Moderate""}, {""key"": ""cvss_v3"", ""value"": ""3.2""}]","{""cvss_v2"": ""2.1"", ""cvss_v3"": ""3.2"", ""risk_score"": ""214"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38225: linux, linux-6.1 -- security update","Debian: CVE-2025-38225: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38225,,04-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38003: linux, linux-6.1 -- security update","Debian: CVE-2025-38003: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38003,,08-06-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-37371: krb5 -- security update,Debian: CVE-2024-37371: krb5 -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2024-37371,,28-06-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""9.1""}]","{""cvss_v2"": ""9.4"", ""cvss_v3"": ""9.1"", ""risk_score"": ""609"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-0801: tiff -- security update,Debian: CVE-2023-0801: tiff -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-0801,,13-02-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.8""}]","{""cvss_v2"": ""5.6"", ""cvss_v3"": ""6.8"", ""risk_score"": ""455"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-1586: pcre2 -- security update,Debian: CVE-2022-1586: pcre2 -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-1586,,16-05-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""9.1""}]","{""cvss_v2"": ""6.4"", ""cvss_v3"": ""9.1"", ""risk_score"": ""609"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-3138: libx11 -- security update,Debian: CVE-2023-3138: libx11 -- security update,Please refer to vendor security advisory for remediation steps.,10,/,CVE-2023-3138,,22-06-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Critical""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""7.8"", ""cvss_v3"": ""7.5"", ""risk_score"": ""502"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-42328: linux -- security update,Debian: CVE-2022-42328: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-42328,,07-12-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-38596: linux -- security update,Debian: CVE-2024-38596: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-38596,,19-06-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.7""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.7"", ""risk_score"": ""315"", ""instances"": ""6"", ""modified_on"": ""9/19/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2024-41013: linux, linux-6.1 -- security update","Debian: CVE-2024-41013: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-41013,,29-07-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.1""}]","{""cvss_v2"": ""6.2"", ""cvss_v3"": ""7.1"", ""risk_score"": ""475"", ""instances"": ""29"", ""modified_on"": ""10/14/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-39377: sysstat -- security update,Debian: CVE-2022-39377: sysstat -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-39377,,08-11-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""6.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""5"", ""modified_on"": ""10/21/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Apache Tomcat: Low: Apache Tomcat EncryptInterceptor DoS (CVE-2022-29885),Apache Tomcat: Low: Apache Tomcat EncryptInterceptor DoS (CVE-2022-29885),Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-29885,,11-05-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.5""}]","{""cvss_v2"": ""5.0"", ""cvss_v3"": ""7.5"", ""risk_score"": ""614"", ""instances"": ""1"", ""exploits"": ""exploitdb"", ""modified_on"": ""8/11/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38262: linux, linux-6.1 -- security update","Debian: CVE-2025-38262: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38262,,10-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.9"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-48281: tiff -- security update,Debian: CVE-2022-48281: tiff -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-48281,,23-01-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.7"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2023-40283: linux -- security update,Debian: CVE-2023-40283: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2023-40283,,14-08-2023 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-37953: linux, linux-6.1 -- security update","Debian: CVE-2025-37953: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-37953,,20-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.0""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""7.0"", ""risk_score"": ""469"", ""instances"": ""1"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2019-25013: glibc -- security update,Debian: CVE-2019-25013: glibc -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2019-25013,,04-01-2021 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.9""}]","{""cvss_v2"": ""7.1"", ""cvss_v3"": ""5.9"", ""risk_score"": ""395"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38165: linux, linux-6.1 -- security update","Debian: CVE-2025-38165: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38165,,04-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-26981: linux -- security update,Debian: CVE-2024-26981: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-26981,,01-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.8""}]","{""cvss_v2"": ""6.8"", ""cvss_v3"": ""7.8"", ""risk_score"": ""522"", ""instances"": ""6"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2020-27617: qemu -- security update,Debian: CVE-2020-27617: qemu -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2020-27617,,06-11-2020 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""6.5""}]","{""cvss_v2"": ""4.0"", ""cvss_v3"": ""6.5"", ""risk_score"": ""435"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2022-33742: linux, xen -- security update","Debian: CVE-2022-33742: linux, xen -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-33742,,05-07-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""7.1""}]","{""cvss_v2"": ""3.6"", ""cvss_v3"": ""7.1"", ""risk_score"": ""475"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2022-3564: linux -- security update,Debian: CVE-2022-3564: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2022-3564,,17-10-2022 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""5.2"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""5"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2025-27151: redis -- security update,Debian: CVE-2025-27151: redis -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-27151,,29-05-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.7""}]","{""cvss_v2"": ""4.4"", ""cvss_v3"": ""4.7"", ""risk_score"": ""315"", ""instances"": ""1"", ""modified_on"": ""8/15/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]",Debian: CVE-2024-36017: linux -- security update,Debian: CVE-2024-36017: linux -- security update,Please refer to vendor security advisory for remediation steps.,8,/,CVE-2024-36017,,30-05-2024 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""4.1""}]","{""cvss_v2"": ""4.1"", ""cvss_v3"": ""4.1"", ""risk_score"": ""274"", ""instances"": ""6"", ""modified_on"": ""2/18/25""}"
,,,,"[{""key"": ""source"", ""value"": ""vulnerability_export""}, {""key"": ""imported"", ""value"": ""2025-11-11""}]","Debian: CVE-2025-38219: linux, linux-6.1 -- security update","Debian: CVE-2025-38219: linux, linux-6.1 -- security update",Please refer to vendor security advisory for remediation steps.,8,/,CVE-2025-38219,,04-07-2025 00:00:00,"[{""key"": ""severity"", ""value"": ""Severe""}, {""key"": ""cvss_v3"", ""value"": ""5.5""}]","{""cvss_v2"": ""4.6"", ""cvss_v3"": ""5.5"", ""risk_score"": ""368"", ""instances"": ""29"", ""modified_on"": ""10/24/25""}"
